No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
917,3,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"Before a reader could read the WORD, he must learn to read the WORLD first. This statement implies that",passage_page_01_q3,,students or readers must know the names of the letter first before they will know what the word means.,,readers must know the sounds of the letters first before they will know what the word means.,,words are only representations of the concepts that the child or reader knows before encountering the print.,,the text supplies the readers with the necessary knowledge they need to make sense of the print.,,,,,,Both,Curriculum Development,Vocabulary,Cannot Determine,No,814,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 814.
918,4,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,Teacher A explicitly teaches his/her students the rhetorical patterns of an informational text taken from a science textbook. Which of the following does the teacher want to develop in the reader?,,,print skill,,content schemata,,formal schemata,,vocabulary knowledge,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,815,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 815.
919,5,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,Teacher B uses the timeline as a graphic organizer to teach the readers to understand a given expository text. Which of the following organizational structures might be the one used in the exposition of the text’s information?,,,cause and effect,,comparison and contrast,,enumeration-description,,sequence or procedural,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,816,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 816.
920,6,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"Teacher C has presented a reading lesson to her students. The lesson went on for a span of a week. After a day or two, when the teacher introduced a new lesson that requires them the knowledge of the previous lesson, the students no longer remember it. What could be the cause of this problem?",,,There was a lack of constant drill and practice given by the teacher.,,The text used and the instruction given in the previous lesson is within the students’ independent level.,,There was a lack of activities that integrate the students’ background experiences to the text presented.,,The text used and the instruction given in the previous lesson is within the students’ instructional level.,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,817,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 817.
921,7,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,A reader was asked to fill in words to the sentences that are found inside the box below. Which of the following cueing systems did the reader fail to consider?,,,graphophonic cues,,syntactic cues,,semantic cues,,pragmatic cues,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,818,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 818.
922,8,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"A reader read the word “plan” with a pronunciation like “plane” in the sentence, “It’s my plan to sail across the ocean.” The deviation of the reader in reading the text can be explained by the reader’s use of",passage_page_01_q8,,syntactic cues,,semantic cues,,graphophonic cues,,pragmatic cues,,,,,,Both,Curriculum Development,Grammar,Cannot Determine,No,819,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 819.
923,9,1,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"An office secretary encoded her boss’s memorandum for the company’s employees. The boss returned the memo to the secretary along with the note, “Please justify this!” The secretary felt bad and wanted to resign immediately because she thinks that it’s not her job to explain the contents of the memo. What cueing system did the secretary fail to consider?",,,graphophonic,,syntactic,,semantic,,pragmatic,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,820,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 820.
924,10,1-2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"A reader was asked to read the sentence found inside the box below. Instead of reading the word “moved”, he substituted it with the word “ran”. Which of the cueing systems could have interfered his reading so that he manifests such a deviation from the text?",passage_page_01_q10,,graphophonic cues,,syntactic cues,,semantic cues The candy is in the sweet. It’s in the inside bowl. The car moved fast.,,pragmatic cues,,,,,,Both,Curriculum Development,Grammar,Cannot Determine,No,821,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 821.
925,11,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,Which of the following refers to the movement of the eyes across a line of text?,,,saccades,,fixation,,clustering,,regression,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,822,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 822.
926,12,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"A reader was asked to read a short story. When the reader started reading the text, he encountered several words that are unfamiliar. He tried to pause for a moment and tried to convert the word from visual to aural. Which of the following physiological correlates of effective reading does the reader evidently practice in this situation?",passage_page_02_q12,,saccadic movements,,return sweeps,,fixations,,clustering,,,,,,Both,Curriculum Development,Vocabulary,Cannot Determine,No,823,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 823.
927,13,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,The following are the reasons why fixation is not encouraged at times EXCEPT for,,,Fixation allows readers to think of the meaning of a word encountered.,,Fixation slows down fluency.,,Readers are given the chance to do subvocalization when they fixate.,,Too much fixation results to poor comprehension.,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,824,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 824.
928,14,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,It refers to the learned ability to see words in groups rather than as individual words.,,,subvocalization,,regression,,fixation,,clustering,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,,0.72,Needs Answer,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently.
929,15,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"You asked a group of students to read a passage silently. After a minute of observation, you noticed that they are moving their lips as they do saccadic movements along the page. Which of the following terms refers to the practice that you have observed from your students?",passage_page_02_q15,,subvocalization,,regression,,fixation,,clustering,,,,,,Both,Curriculum Development,Reading Comprehension,Cannot Determine,No,826,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 826.
930,16,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"You asked your students to silently read the passage you have prepared for them. The passage is all about arthropods. As a student go over his passage, you noticed that he sweeps his hands along the page. After a while, his eyebrows met, as if he doubts what the passage is all about. You noticed that he made return sweeps to the text in a backward manner, as if trying to search for a previously read word. This situation implies that the reader is doing",passage_page_02_q16,,regression.,,saccades.,,fixation.,,subvocalization.,,,,,,Both,Curriculum Development,Reading Comprehension,Cannot Determine,No,827,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 827.
931,17,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,Regression is BEST when the reader uses it as a means to,,,search for keywords in a text.,,monitor comprehension when the text seems not to make sense.,,read a passage all over again.,,highlight important lines in the text for retrieval purposes.,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,828,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 828.
932,18,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"Teacher D entered the classroom and posted images that she has taken from the story she is about to tell the students. Before she started telling the story to the class, she grouped the students and asked them to make a story out of the pictures posted on the board. Which of the following approaches reflects the practice of the teacher?",,,Explicit Phonics,,Basal Approach,,Embedded Phonics,,Language Experience Approach,,,,,,Both,Curriculum Development,Curriculum Models,Cannot Determine,No,829,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 829.
933,19,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"Teacher E entered the classroom and showed a list of word families like cat, mat, fat, rat, pat, and bat. This practice clearly shows that the teacher employs",,,Whole-language approach.,,Language experience approach.,,Literature-based approach.,,Phonics approach.,,,,,,Both,Curriculum Development,Vocabulary,Cannot Determine,No,830,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 830.
934,20,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"A student asked the teacher to tell him the meaning of the word “disestablishmentarianism”, which is found in the text that the student read. Instead of explicitly stating the meaning of the word, the teacher asked the student to segment the word and look for its base word, prefix, and suffixes so that they may construct the meaning of the word through these word parts. Which of the following vocabulary strategy did the teacher use to help the students arrive at the meaning of the unfamiliar word?",passage_page_02_q20,,semantic feature analysis,,semantic mapping,,structural analysis,,context clues,,,,,,Both,Curriculum Development,Vocabulary,Cannot Determine,No,831,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 831.
935,21,2,SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/D. FREEBIES -BEED&BSED-/E. Study Notes 2026/SIMULATED_TEST-CURRICULUM_DEVELOPMENT_AND_DEVELOPMENTAL_READING.pdf,"You were given a long passage to read in a short period of time. Along with the passage, you were also asked to answer questions regarding the text you have read. Which of the following reading strategies should you use to successfully meet your aim?",passage_page_02_q21,,skimming,,scanning,,close reading,,summarizing,,,,,,Both,Curriculum Development,Reading Comprehension,Cannot Determine,No,832,0.72,Duplicate,Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 832.
