No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
1508,263,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,"Due to close family ties, Filipino families are generally",secular,nuclear,extended,divided,,C,"EXTENDED Apart from the regular nuclear family patterns practiced by some Filipinos, majority of the society would be observed to be having or practicing the extended family type. This means that distant relatives, “such as grandparents, aunts, uncles, nephews, nieces, and grandchildren, would be living under the same roof or in the same compound” (Basbas 2007).",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1509,265,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,"The Philippine President who was known as ""the man of the masses"" was",Fidel Ramos,Ramon Magsaysay,Manuel Quezon,Manuel Roxas,,B,"RAMON MAGSAYSAY He was the “Man of the Masses”, the “Champion of the Common Man” and “The People’s President,” - the most tangible manifestation of which was his throwing open the heavy doors of Malacañang for his people to stream through freely.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1510,267,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,A recently awarded national artist for sculpture was,Baco,Abueva,Alcantara,Luna,,B,"ABUEVA According to www.ncca.gov.ph, The persons listed in the website as National Artist of the Philippines for Sculptor are Guillermo Tolentino (1973),Napoleón Abueva (1976) Abdulmari Asia Imao (2006) and recently FedericoAguilarAlcuaz (2009).",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1511,269,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,The stage actress who brought fame to her country through her international awards for her stage performances was,IsayAlvarez,Geneva Cruz,Lea Salonga,Sharon Cuneta,,C,"LEAH SALONGA Salonga's breakout role as Kim in Miss Saigon showcased her voice from the top to the bottom. Salonga is the first Filipino artist to sign with an international record label (Atlantic Records in 1993). She is also the first Philippine-based artist to have received a major album release and distribution deal in the United States, and one of the best-selling Filipino artists of all time,having sold over 19 million copies of her albums worldwide.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,"PDF explicitly labels this set as Secondary; explanations follow each question page. Explanation found, but answer letter could not be matched confidently. Correct answer matched against the explanation text in the PDF."
1512,271,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,Those who advocate the revival of the classics in art and literature are called,humanists,rationalist,reformists,existentialist,,A,"HUMANIST In addition to the revival of ancient literature, the humanist movement also encouraged a revival of ancient philosophy.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1513,273,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,The part of the body that controls emotion is,kidney,heart,endocrine glands,lungs,,,"LIMBIC SYSTEM Emotions enable us to react to situations – for example, anger or fear will set your heart racing, and feeling happy will make you smile. One of the key areas of your brain that deals with showing, recognizing and controlling the body's reactions to emotions is known as the limbic system. Limbic system is a complex system of nerves and networks in the brain, involving several areas near the edge of the cortex concerned with instinct and mood.",LET Secondary,General Education,Cannot Determine,No,,Needs Answer,"PDF explicitly labels this set as Secondary; explanations follow each question page. Explanation found, but answer letter could not be matched confidently."
1514,275,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,Which characterizes psychologically healthy people?,pre-occupied only with their interest,concerned with goals beyond themselves,feels superior over others,can't accept others as they are,,B,"CONCERNEDWITH GOALS BEYONDTHEMSELVES Psychological well-being has been defined as “the self-evaluated person”. Psychologically well persons set goals to achieve beyond themselves. Goals are signals that orient a person to what is valuable,meaningful,and.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1515,277,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,Study of human behavior,Ethics,Philosophy,Morality,Psychology,,D,"PSYCHOLOGY Psychology is the study of mind and behavior. Ethics or moral philosophy is the branch of philosophy that involves systematizing, defending, and recommending concepts of right and wrong conduct. Philosophy is the study of the general and fundamental nature of reality, existence, knowledge, values,reason,mind,and language. Morality is a body of standards or principles derived from a code of conduct from a particular philosophy, religion, or culture, or it can derive from a standard that a person believes should be universal.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1516,279,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,The sum total of a person's efforts to cope with stressful situations in life is called,reaction,anger,defense mechanism,emotion,,C,DEFENSE MECHANISMS A defense mechanism is a coping technique that reduces anxiety arising from unacceptable or potentially harmful impulses. Defense mechanisms are unconscious and are not to be confused with conscious coping strategies. Sigmund Freud was one of the first proponents of this construct.,LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1517,281,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,It illustrates a particular data series through rectangles.,Bar graphs,Line graphs,Circle graphs,Pie graphs,,A,BAR GRAPH A Bar Graph (also called Bar Chart) is a graphical display of data using bars of different heights.,LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1518,283,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,It can be used to show the progress in academic grades over four quarters.,Bar graph,Pie graph,Line graph,Circle graph,,C,"LINE GRAPH A line graph shows points plotted on a graph.The points are then connected to form a line.hese lines monitor and compare various data sets.Usually,the x-axis represents time measurements while the y-axis is a representative of measure or percentage of quantity.For this reason,a line graph is used often for tracking variables of one or more subjects in time.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
1519,285,05. GEN ED WITH EXPLANATION (SECONDARY).pdf,"It is the process of storing,recovering and disseminating recorded data through the computer.",Information technology,Information utilization,Information retrieval,Information science,,B,"INFORMATION UTILIZATION Information utilization is the process of storing, recovering and disseminating recorded data through the computer.",LET Secondary,General Education,Cannot Determine,No,,Ready for Upload,PDF explicitly labels this set as Secondary; explanations follow each question page. Correct answer matched from the explanation page.
