No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
2268,95,14,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Not among the World Heritage Sites in the Ilocos region is ________ :,,,Santa Maria Church,,Paoay Church,,Vigan,,Hunderd Islands Nation Park,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,932,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 932.
2269,96,14-15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,With its agro-industrial business the province of ______ has the biggest Get more Free LET Reviewers @ www.teachpinas.com contribution to the economic development in the Ilocos region.,,,Pangasinan,,Ilocos Norte,,Ilocos Sur,,La Union,,,,A,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,933,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 933.
2270,97,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The Presidents of the Republic hailed from Ilocano provinces EXCEPT _________.,,,Ferdinand Marcos,,Ramos,,Gloria Macapagal Arroyo,,Fidel,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,934,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 934.
2271,98,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Which province in Central Luzon can continue to advance the claim that the region is the Rice Granary of the Philippines?,,,Bataan,,Nueva Ecija,,Tarlac,,Zambales,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,935,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 935.
2272,99,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Which is NOT a right relationship between national figures and their province base in Calabarzon region is _________ :,,,Emilio Aguinaldo : Cavate,,Jose Rizal :: Laguna,,Manuel Quezon :: Quezon City,,Macario Sakay :: Mountain of Rizal,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,936,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 936.
2273,100,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The behavioral cause of the diminishing agriculture economy in the Calabarzon region is the __________.,,,growth of manufacturing and light-tech industries,,urbanization in lifestyle and occupation,,focus on tourism promotion of historical sites,,pollution unfavorable to crops,,,,B,,LET Secondary,Social Studies,Economics,Cannot Determine,No,937,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 937.
2274,101,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"Why are lush forest of the mountain ranges of Aklan, Antique and Capiz described as ""accessibility impaired?""",,,No travelers can pollute them.,,Environment is green.,,Cutters and poachers can't reach them.,,Good for adventure sports.,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,938,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 938.
2275,102,15,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"What is the long-term initiative that placed Western Visayas out of the ""hotspot areas"" for illegal logging?",,,Surveillance and Monitoring,,Confiscation of illegally cut trees.,,Prohibition of possession of forest products,,Reforestation,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,939,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 939.
2276,103,15-16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"Among advocacy materials posted in public places, which directly relate to health awareness?",,,No smoking Get more Free LET Reviewers @ www.teachpinas.com,,Barya lang po sa umaga,,Priority Seats for Pregnant Women,,PWD and Senior Citizen signs,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,940,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 940.
2277,104,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The ___________ reverly experience makes the Anti-Atihan pre-Lenten festival popular even for foreign tourists.,,,Black Nazarene,,Lenten,,Mardi-gras,,Marian,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,941,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 941.
2278,105,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,East Visayas Region VII is recognized as one of the ________ exporting regions in the country.,,,handicraft,,fish,,coal,,sinamay,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,942,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 942.
2279,106,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Among landmarks with historical significance in East Visayas is __________.,,,Santo Nino Shrine,,Agas-Agas bridge,,Lake Danao,,MacArthur Landing Memorial,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,943,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 943.
2280,107,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Originating in East Visayas region is the national dance ______ .,,,Itik-Itik,,kuratsa,,tinikling,,pandang,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,944,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 944.
2281,108,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"From East Visayas Region, which is NOT the right relationship in cultural knowledge?",,,Kuratsa :: waray dance,,Dandansoy :: balad,,Tinikling :: bamboo pole,,Irog nga Tuna :: partriotic song,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,945,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 945.
2282,109,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,These are reasons why Negros Occidental and Negros Oriental were made into one integrated region EXCEPT _________:,,,one dialect,,holistic development,,tourism promotion,,peace and order management,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,946,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 946.
2283,110,16,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,These are the cultural relationships in the Negros Region EXCEPT ________ :,,,Bacolod City :: Maskara festival,,Cadiz City :: sugar central,,Baiz City :: what and dolphin watching,,Silay City :: ancestral houses,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,947,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 947.
2284,111,16-17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The most active volcano in Negros Region is _________ :,,,Hibok-hibok Get more Free LET Reviewers @ www.teachpinas.com,,Mayon,,Kanlaon,,Apo,,,,C,,LET Secondary,Social Studies,Earth Science,Cannot Determine,No,948,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 948.
2285,112,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"Desiring to be third force in the balance of water between U.S. and Russia, conferences in Bandung (1955), Belgrade (1961) and Cario (1964) advanced policy positions for security and peace, EXCEPT ___________.",,,peaceful coexistence,,new world order,,general disarmament,,anti-colonialism,,,,B,,LET Secondary,Social Studies,Physics,Cannot Determine,No,949,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 949.
2286,113,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The grassroots liberation movement in Latin-America focused a bipolarity peace and progress that focused on eliminating __________ in development.,,,social injustice,,extreme poverty,,multi-faceted dependency,,industrial backwardness,,,,C,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,950,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 950.
2287,114,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Which virtue of the Filipina was MOST congruent to the revolutionary ideals of the Katipunan duing the Hispanic period?,,,Josephine Bracken :: martial devotion,,Teodora Alonzo :: motherly move c.Maria Clara :: purity,,,,Tandang Sora :: self sacrifice,,,,D,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,951,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 951.
2288,115,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Which has proven to be effective in lessening vehicle volume in the main transportation arties in Metro Manila?,,,Efficient licensing,,Color Coding,,Prohibition against illegal parking,,Apprehension and surveillance,,,,B,,LET Secondary,Social Studies,Geometry,Cannot Determine,No,952,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 952.
2289,116,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"Prior to the advent of liberal values in the 1960s, who or what is the center of authority in the Filipino family?",,,Father :: patriarchal society,,Mother :: matriarchal society,,Parents :: familial society,,Family :: nuclear society,,,,A,,LET Secondary,Filipino,Ethics,Cannot Determine,No,953,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 953.
2290,117,17,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,"The Churches do not totally oppose planned parenthood, but they limit birth control methods through _______.",,,contraceptives,,abstinence,,sterilization,,castration,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,954,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 954.
2291,118,17-18,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,The stage of population growth with a natural increase in birth rate lower than one (1) percent coupled with death rate power than the birth rate occurs in the following situations EXCEPT through __________. Get more Free LET Reviewers @ www.teachpinas.com,,,birth control,,war,,famine,,epidemic,,,,A,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,955,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 955.
2292,119,18,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,Which layer of fertile soil is needed in order to grow crops in a vegetable garden?,,,clay-like,,leached,,humus,,rocky,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,956,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 956.
2293,120,18,22. TEACH PINAS SOCIAL SCIENCE (6).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Essential Reviewers/22. TEACH PINAS SOCIAL SCIENCE (6).pdf,These are major reasons why Northern Mindanao is the largest regional economy in Mindanao EXCEPT ___________.,,,Multinational companies :: investments,,white water surfing :: adventure sports,,hydroelectric plants :: energy,,airport and seaport terminals :: travel and commerce,,,,B,,LET Secondary,Social Studies,Economics,Cannot Determine,No,957,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 957.
