No.,Source PDF,Source Path,Original No.,Page,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Topic Slug,Difficulty,Has Image,Image Reference,Image Path,Status,Notes
307,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,26,80-81,"After cleaning the entire house, I felt .",burned in,burned out,burned up,burned over,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
308,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,27,81,The drug pushers tried to the arresting cops.,buy in,buy off,buy out,buy up,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
309,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,28,81,The Cabinet meeting was on account of the President’s ill health.,called in,called up,called out,called off,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
310,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,29,81,The tele-novela viewers cried helpleslly when they got by the tragedy that befell the main character.,carried out,carried away,carried over,carried on,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
311,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,30,81,We should on our expenditures and spend only on our needs.,cut short,cut up,cut back,cut out,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
312,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,31,81-82,People of all races should try to with each other.,get around,get along,get at,get over,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
313,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,32,82,We should grow wiser as time .,goes along,goes by,goes down,goes through,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
314,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,33,82,The partying teens were told to the noise.,hold down,hold forth,hold on,hold with,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
315,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,34,82,A gust of strong wind the old wooden swing.,knocked around,knocked back,knocked down,knocked out,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
316,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,35,82,A number of factory workers were due to retrenchment.,laid aside,laid away,laid off,laid out,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
317,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,36,82,We should never people with disabilities for they also have the right to live.,look down on,look forward to,look out to,look up to,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
318,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,37,83,Stop your younger brother so he will stop crying.,picking at,picking on,picking out,picking up,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
319,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,38,83,Always your best effort in everything you do.,put across,pud down,put forth,put out,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
320,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,39,83,Did you help in the table?,setting apart,settign back,setting down,setting up,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
321,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,40,83,She the details of the program.,wrote in,wrote off,wrote over,wrote up,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,grammar,2,No,,,Ready for Upload,Correct Usage. sub_topic:grammar
322,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,1,100,Nauulinigan ang pag-uusap ng grupo dahil sa lakas ng tinig nila.,nahihimigan,napakikinggan,nakikita,nararamdaman,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
323,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,2,100,Karapatan ng bawat batang Pilipino ang magkaroon ng pamilyang mag-aaruga sa kanya.,mag-aalaga,magsasaway,gagabay,tutulong,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
324,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,3,101,Nagugulumihanan si Rochelle kung anong kurso ang kanyang kukunin sa kolehiyo.,nagtataka,natutuwa,nagpapasalamat,nalilito,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
325,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,4,101,Tigib na ng pasahero ang dyip nang ito ay umalis.,punung-puno,kulang-kulang,kaunting-kaunti,maraming-marami,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
326,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,5,101,Hindi na nakapagpigil ang kaawa-awang katulong kaya isiniwalat ang sama ng loob sa mapang-aping amo.,isinabi,inilahad,isinigaw,ibinulgar,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
327,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,6,101,Iminungkuhi ang pagbabawal magtapon ng basura sa di-wastong lugar.,ipinanukala,inilahad,isiniwalat,kinalat,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
328,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,7,101,Madalas silang mapaaway dahil sa kanilang kapalaluan.,kalabisan,kayabangan,kagandahan,kasinungalingan,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
329,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,8,101-102,Pakiramdam niya ay labis-labis ang kanyang suliranin kung kaya siya ay naliligalig.,matalino,masaya,magulo ang isip,malinaw ang isip,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
330,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,9,102,Maalwan lamang ang nararapat na dalahin ng isang bata.,magaan,maganda,malaki,maliit,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
331,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,10,102,"Sa palihan nagagawa ang mga itak, espada at iba pang yari sa bakal.",palikuran,pamilihang-bayan,palengke,pandayan,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
332,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,11,102,Hindi mo dapat gawing katuwaan ang pagkutya sa kapwa.,pagsumbong,paglibak,pagtampo,pagkurot,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
333,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,12,102,Ang pag-eensayo ng banda ay nakabubulahaw.,nakaiinis,nakagugulo,nakatutuwa,nakababahala,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
334,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,13,102,Dapat kang magkamal ng salapi sa mabuting paraan lamang.,magmana,magnakaw,magtamasa,maghanda,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
335,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,14,103,Ilan taon ding siniil ng mga dayuhan ang mga Pilipino.,tinago,inapi,tinimpi,pinalaya,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
336,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,15,103,Ang anumang alitan ay di dapat hayaang magtagal.,proyekto,pagkakaibigan,hiniram,bangayan,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
337,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,16,103,Laganap ang krisis kaya tayo ay dapat magtipid.,kalat,kapos,limitado,pantay,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
338,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,17,103,Madaling nababalino sa lihis na gawain ang mga kabataang laki sa langsangan.,natutuwa,namamalik-mata,nagaganyak,nakaiiwas,,C,Correct answer is marked in red in the source PDF: C.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
339,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,18,103,Maraming himutok ang mga mangagawa laban sa kanilang kumpanya gaya ng di pagtaas ng kanilang sahod.,nais,balakid,kilos,reklamo,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
340,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,19,103-104,Walang minimithi ang iyong magulang kung di ang mabigyan ka ng magandang kinabukasan.,dinadalangin,ninanais,ikinatutuwa,tinitiis,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
341,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,20,104,Iwasang sumugba sa alanganin.,sumugod,tumigil,lumayo,lumapit,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
342,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,21,104,Huwag mong pukawin ang batang nahihimlay.,libangin,palayain,pigilin,gisingin,,D,Correct answer is marked in red in the source PDF: D.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
343,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,22,105,Hindi ka dapat magmaktol kung ika’y napagsasabihan.,umiyak,magtampo,magdabog,lumayas,,B,Correct answer is marked in red in the source PDF: B.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
344,Done - Civil Service Exam Reviewer for 2026.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/CSE EXAMS AND REVIEWER 2026/Done - Civil Service Exam Reviewer for 2026.pdf,23,105,"Tuwing Marso, ang puno ng mangga ay namumutiktik sa bunga.",maraming-marami,bilang na bilang,kakaunti,malalaki,,A,Correct answer is marked in red in the source PDF: A.,Both,Verbal Ability,vocabulary-fil,2,No,,,Ready for Upload,Kasingkahulugan. sub_topic:vocabulary-fil
