No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
4906,482,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The resolution of the conflict in a story is known as ____________.,,,denouement,,coda,,diasporas,,epilogue,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2011,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2011.
4907,483,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"In fiction, the transformation of a character from arrogance to humility is referred to as _____________.",,,catharsis,,turning point,,realism,,mellowing,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2012,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2012.
4908,484,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of the following is a characteristic of a formalist's criticism?,,,It is dependent on the writer's background.,,Criticism is focused on the work itself.,,It is extrinsic in essence.,,Criticism describes the objective of the author.,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2013,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2013.
4909,485,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The person assigned to dictate the actor's line if he forgets is called a/an _______.,,,prompter,,understudy,,substitute,,assistant,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2014,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2014.
4910,486,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,A poem that tells a tragic story is called ____________.,passage_page_01_q486,,parable,,epic,,sonnet,,ballad,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2015,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2015.
4911,487,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,What literary device refers to a situation of poetic justice where th good characters are rewarded and the evil character are punished for their vices?,,,Ambiguity,,Apocalyptic,,Nemesis,,Objectivity,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2016,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2016.
4912,488,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""It's no wonder everyone refers to Mary as another Mother Theresa in the making: She loves to help and care after people everywhere from the streets to her own friends"", is an example of a/an ______________.",,,metaphor,,irony,,allusion,,historical paradox,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2017,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2017.
4913,489,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The funeral home was built next to a children's nursery is an example of ________.,,,oxymoron,,metaphor,,juxtaposition,,paradox,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2018,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2018.
4914,490,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""Debit card and Bad credit"", ""The earthquake and the queer shake"", are examples of ____________.",,,anagram,,puns,,contracts,,oxymorons,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2019,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2019.
4915,491,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Read the stanza and answer the item that follows: In the fell clutch of circumstance I have not winced nor cried aloud. Under the bludgeonings of chance My head is bloody, but unbowed. "" My head is bloody, but unbowed"" is an example of which figure of speech?",passage_page_01_q491,,Hyperbole,,Alliteration,,Simile,,Metaphor,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2020,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2020.
4916,492,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The words spoken by an actor to the people watching a play that the characters in the play do not hear is called a/an ___________.,,,lines,,monologue,,aside,,symbolic narrative,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2021,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2021.
4917,493,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"What figure of speech is: O wild, west wind!",,,Apostrophe,,Hyperbole,,Irony,,Metaphor,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2022,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2022.
4918,494,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The Trojan War can be seen today as ______________.,,,women's empowerment,,the war over lands and boundaries,,men's exhibition of grief,,the reign of political dynasty,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,820,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 820.
4919,495,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The myths of the Greeks reflect ____________.,,,a view of the universe that acknowledges the mystery and beauty of humanity,,that humans are the center of the universe,,that humans and gods live alike,,a less strange and frightening magic than the myths of other ancient civilizations,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,816,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 816.
4920,496,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,For what act is antigone sentenced to death?,,,She refused to marry the King's son.,,She killed her own father.,,She disobeyed her sisters command.,,She performed the burial rituals for her brother.,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2025,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2025.
4921,497,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Si Malakas at Maganda is a famous Filipino ____________.,,,legend,,folk tale,,creation myth,,story,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2026,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2026.
4922,498,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"What does the presence of these three divinities: Clotho, Lachesis, and Atropos in Greek myth symbolize?",,,Immortals play a great part in mortal's life,,Destiny cannot be controlled by anyone,,Power of immortals over mortals,,Mortals fate depends on the gods,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2027,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2027.
4923,499,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Maria Makiling is a famous ____________.,,,folk tale,,legend,,myth,,fairy tale,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2028,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2028.
4924,500,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Who was the mythical strong man punished by the gods for stealing fire?,,,Prometheus,,Ulysses,,Medes,,Hercules,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2029,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2029.
4925,501,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of these principles/practices is NOT true with the use of traditional grammar?,,,Parts of speech should be defined from memory.,,Sentences are sliced and cut into pieces.,,Sentence parts should be diagrammed on the board.,,Learners move in a stress-free environment.,,,,,,LET Secondary,English,Grammar,Cannot Determine,No,2030,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2030.
4926,502,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Of the two sisters, Tina is _________.",,,the more intelligent,,the least intelligent,,the most intelligent,,the more better intelligent,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2031,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2031.
4927,503,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"The man, ___________ by his wife, became alcoholic.",,,forsakend,,forsook,,forsaken,,forsake,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2032,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2032.
4928,504,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Johnmax can't __________ teach well an obstinate child.,,,barely,,ever,,never,,but,,,,,,LET Secondary,English,Child Development,Cannot Determine,No,2033,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2033.
4929,506,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,What happens during assonance?,,,repetition of words,,repetition of phrases,,repetition of consonant sounds,,repetition of vowel sounds,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2034,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2034.
4930,507,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,What term is used to describe the vocabulary a poet uses?,,,terminology,,language,,diction,,slang,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,2035,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2035.
4931,508,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"In the movie ""Cassablanca"" you expect the loving couple to stay together, but then the girl hops off on a plane! ""Hey, that's not what I expected!"" What type of irony is employed in this instance?",,,Dramatic irony,,,,Irony of the situation,,Ironic chronicling,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2036,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2036.
4932,509,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"This is the movement where prose works such as the political essays and Rizal's two political novels helped usher in Philippine revolution resulting in the downfall of the regime, and at the same time planted the seeds of national consciousness among Filipinos.",,,La Solidaridad,,EDSA Revolution Movement,,Spanish Colonial Movement,,Propaganda Movement,,,,,,LET Secondary,English,Philippine History,Cannot Determine,No,2037,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2037.
