No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
1170,6,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"In an organization, which of the following is involved in recruiting, subdividing, grouping and coordinating the development of the various kinds of human resource?",,,Coordinating,,Staffing,,Organizing,,Controlling,,,,,,LET Secondary,Cannot Determine,Child Development,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1171,7,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"It is based on the universal principle “Sports for all’’ wherein the DepEd professionalizes sports management in every school. Which sports management features physical activities such as Sports, Dance Contest, Cheering Squad and Mr. and Miss within school only?",,,Intramural,,Inter-district,,Inter-school,,Division meet D R . C A R L E . B A L I T A R E V I E W C E N T E R,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1172,8,1-2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"In sports elimination, if a team loses once, it is eliminated and only the winning team will advance to the next game. What kind of sport elimination is being described?",,,Single Round Robin,,Single elimination,,Double elimination,,Double round Robin,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1173,9,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,K to Grade 3 children have difficulty in shooting a basketball through an upright hoop because of this vision-related factor. Which factor is referred to?,,,Figure-ground perception,,Hand-and-eye coordination,,Depth perception,,Peripheral vision,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1174,10,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"In basketball, a foul is committed against the player who is able to make a goal in spite of the foul. Does the shout counted?",,,"Yes, a free throw is awarded",,"No, a free throw is awarded",,"No, a jump ball is called",,"Yes, the other team will take the ball",,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1175,11,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"It is 3 seconds time, team A is behind with 2 points with ball possession. Player of team A who is about to inbound the ball saw a teammate near the opponent’s basket free and alone. In order that the receiver is able to shoot the ball within the remaining time, what is the pass to be executed?",,,Overhead pass,,Chest pass,,Baseball pass,,Bounce pass,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1176,12,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Stepping into the pass is the most significant factor to stress when executing a pass. What is the most evident action to consider when making follow- through on the chest pass?,,,Arms are fully extended,,Wrists are fully extended,,Palms are facing downward,,Knees are straight,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1177,13,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Basketball was first played in Springfield, Massachusetts in 1981. Who created the game?",,,Abner Doubleday,,James Naismith,,William Morgan,,Kareem Abdul Jabbar,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1178,14,2,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Who is considered as the fastest player in basketball and has the control of the ball and also make it sure the ball gets to the right player at the right time?,,,Center,,Power forward,,Point guard,,Shooting guard,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1179,15,2-3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Volleyball was first played in Tokyo, Olympics, 1964. It was created by William G. Morgan and named it Mintonette in 1895. Who introduced volleyball in the Philippines in 1910?",,,F. Halstead,,Underhand Serve D R . C A R L E . B A L I T A R E V I E W C E N T E R,,Spike,,Blocking,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1180,16,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"One important skill in volleyball is service. How do you call a service where in the ball is held at the left hand and a straight forward swing with the right hand, hitting the ball with an open hand or fist, either facing forward or sideward serve?",,,Overhand Serve,,Underhand Serve,,Spike,,Blocking,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1181,17,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,The player is hitting a forearm pass (underhand pass) and contacts the ball on the thumbs. What will probably happen to the ball?,,,The will be illegal,,The control of the ball will be lost,,The ball will be directed to the intended location,,The ball might get out of the court,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1182,18,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Total fitness is necessary in all players. Designated skill must be done and executed in accordance to the rule of the game. What characteristic is most advantageous for the setter?,,,Strong fingers,,Flexible wrist,,Good vision,,Relaxed shoulder,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1183,19,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Philippine Folk Dances are classified by nature. What nature dance showed imaginary combat or duet?,,,Game dances,,Comic dances,,War dances,,Festival dance,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1184,20,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Identify the dance steps in ¾ time signatures with the given step pattern: cross- point step/cross step (rear) step/ cross- step (front) step/close.,,,Slide polka,,Bacui,,Redoba,,Kuradang,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1185,21,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,There are basic body movements that could enhance flexibility. What movement does not belong to the group?,,,Abduction,,Extension,,Flexion,,Stretching,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1186,22,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Gymnastics is one of the most popular and demanding competitive sports. Tumbling and stunts skills are necessary in creating routines. What stunt is being described? Stand straight, take few steps, jump upward, raising two arms upward, extend body forward forming an arch?",,,Arasbesque jump,,Arch- jump,,Bridge stand,,Supine arch,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1187,23,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"During the foundation of Physical Education, Gymnastics was given more importance. Who introduced gymnastics and gave more emphasis on game and game skills?",,,Thomas Dennison Word,,Niels Bukh,,Hjalmar Fredrick Ling,,Gustaf Nybleus,,,,,,LET Secondary,Physical Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1188,24,3,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Tumbling is a basic motor skill that needs courage and determination. It covers the mechanics of turning, rolling, twisting, and springing. Which does not belong to tumbling skills?",,,Forward roll,,Backward roll,,Cartwheel,,Head balance,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1189,25,3-4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,What is the important part of gymnastic needed to be able to perform on a balance beam and made routine? D R . C A R L E . B A L I T A R E V I E W C E N T E R,,,Tumbling,,Floor exercise,,Balancing,,Calisthenics,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1190,26,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Among the given definition of Health below, which one is the definition of World Health Organization?",,,Health is wealth,,"Health is the complete state of physical, mental, social and emotional well-being of the individual and not merely the absence of disease or infirmity",,Health is an important priority of every school program,,Health is a state of being,,,,,,LET Secondary,Health,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1191,27,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"School Health Program must be made very effective and visibility of given support in making health education as one of the priority in the program. Which component of School Health program focus in helping the students to gain and bring out their knowledge, skills and health literacy needed?",,,School Health Instruction,,School Nutrition and Food Service,,School Health Promotion,,Health services,,,,,,LET Secondary,Health,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1192,28,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Nutritional assessment is very important to every student. There are methods use to check nutritional status. What is the method that involves laboratory test of various fluids and body tissues for urine test, CBC, or hemoglobin test?",,,Clinical assessment,,Anthropometric assessment,,Dietary assessment,,Biochemical assessment,,,,,,LET Secondary,Assessment of Learning,Assessment Tools,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1193,29,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Consumer must be aware of their rights when buying products. Which one does not belong to the group?,,,Right to Safety,,Right to Complain,,Right to Information,,Right to create trouble,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1194,30,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Making wise decision about spending money and time is one of the emphases of consumer’s health. Advertisement creates attraction to make their products known. What methods of advertisement relay a message that a product is effective because the people who use it are knowledgeable, trustworthy and well known?",,,Image appeal,,Bandwagon appeal,,Trust appeal,,Snob appeal,,,,,,LET Secondary,Health,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1195,31,4,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"A wise consumer have responsibilities that can help in getting a healthier products with the services needed. How do you call that the responsibility of becoming more alert on the quality, price, use of goods and services?",,,Action,,Solidarity,,Social concern,,Critical awareness,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
